Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART PAINTED BODY,30622564.0,SEMS SCREW M8*70,2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8111,220
V536,2,ART PAINTED BODY,32262844.0,BRACKET OUTER,2.0,JBERNALT,V536,0.0,AEO3U,8113,410
V536,2,ART PAINTED BODY,8753436.0,PHOSPHORIC ACID GARDOBOND ADDITIVE H7110,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,8753437.0,ANTIFLUTTER EXPANDING SIKASEAL-712,0.007,SYSTEM,Price imported from SI+/epic,0.037,AEIKF,8120,600
V536,2,ART PAINTED BODY,32310729.0,BRACKET REAR LAMP RH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES  VPC78636,0.0,,8120,060
V536,2,ART PAINTED BODY,32310728.0,BRACKET REAR LAMP LH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES VPC78636,0.0,,8120,060
V536,2,ART PAINTED BODY,32310727.0,HEADER REAR,1.0,CGUSTA10,Price correction after procurement CSU cleanup (HEV cancellation),0.0,AETZY,8120,060
V536,2,ART PAINTED BODY,31322512.0,SUPPORT SIDE MEMBER REAR LH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,31322513.0,SUPPORT SIDE MEMBER REAR RH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,32297707.0,BUMPER BEAM FRONT,1.0,BDOLINSK,VPC86516,0.0,BQ8RA,8111,250
V536,2,ART PAINTED BODY,32321850.0,REINFORCEMENT C-RING LH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,32321851.0,REINFORCEMENT C-RING RH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,8707377.0,PHOSPHATISING ADDITIVE/ZNH7107 GARDOBOND-ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,32353106.0,BULKHEAD B-PILLAR LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXFC,8137,060
V536,2,ART PAINTED BODY,32353107.0,BULKHEAD B-PILLAR RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXFC,8137,060
V536,2,ART PAINTED BODY,,CROSSMEMBER REAR SPARE WHEEL WELL,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,31283319.0,DECAL TYRE PRESSURE UNPRINTED,1.0,SYSTEM,Price imported from SI+/epic,1.0,BQYKB,8970,270
V536,2,ART PAINTED BODY,32348096.0,BRACKET ABS RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,,8111,220
V536,2,ART PAINTED BODY,32348095.0,BRACKET ABS LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,,8111,220
V536,2,ART PAINTED BODY,8753582.0,SEAM SEALANT BETAGUARD EP 2009FLG,6.401,SYSTEM,Price imported from SI+/epic,3.83,AEJAB,8999,040
V536,2,ART PAINTED BODY,32321892.0,CROSSMEMBER C RING EXTRUDED FRONT,1.0,AHERMANS,VPC83759,0.0,AEO3U,8113,420
V536,2,ART PAINTED BODY,32321890.0,BRACKET REINFORCEMENT CROSSMEMBER LH,1.0,HCELEGIN,MaxBom First Publish,0.0,AERTZ,8113,420
V536,2,ART PAINTED BODY,32321891.0,BRACKET REINFORCEMENT CROSSMEMBER RH,1.0,HCELEGIN,MaxBom First Publish,0.0,AERTZ,8113,420
V536,2,ART PAINTED BODY,32318486.0,REINFORCEMENT WIPER BRACKET CENTER LH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32318485.0,SIDE MEMBER UPPER INNER RH,1.0,BDOLINSK,V536 - Magna cost clean-up,0.0,AETZY,8111,220
V536,2,ART PAINTED BODY,32318484.0,SIDE MEMBER UPPER INNER LH,1.0,BDOLINSK,V536 - Magna cost clean-up,0.0,AETZY,8111,220
V536,2,ART PAINTED BODY,32318483.0,BRACE OUTER RH,1.0,BDOLINSK,VPC86585,0.0,AETZY,8111,220
V536,2,ART PAINTED BODY,32318240.0,REINFORCEMENT RH CROSSMEMBER FRONT SEAT,1.0,JBOBERG,cost maturity update,0.0,,8112,310
V536,2,ART PAINTED BODY,32318482.0,BRACE OUTER LH,1.0,BDOLINSK,VPC86585,0.0,AETZY,8111,220
V536,2,ART PAINTED BODY,32262980.0,SIDE MEMBER EXTRUSION RH,1.0,RKADHIM1,VPC86873,0.0,AEO3U,8113,410
V536,2,ART PAINTED BODY,32280013.0,CROSSMEMBER 2ND ROW FRONT SEAT,1.0,ICARLST1,"Price correction, CSU cleanup + VPC79070",0.0,AETZY,8113,420
V536,2,ART PAINTED BODY,32318249.0,BRACKET EDS LH,1.0,JBOBERG,cost maturity update,0.0,,8111,210
V536,2,ART PAINTED BODY,32318489.0,WIPER BRACKET CENTER RH,1.0,SEDBACK,First publish,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32318488.0,WIPER BRACKET CENTER LH,1.0,SEDBACK,First publish,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32318487.0,REINFORCEMENT WIPER BRACKET CENTER RH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32310622.0,BRACKET HOOD STOPPER LH,1.0,CGUSTA10,Maxbom first update,0.0,AER47,8137,020
V536,2,ART PAINTED BODY,30670629.0,WELD SCREW WITH NUT M6*19,7.0,SYSTEM,Price imported from SI+/epic,16.0,D3M0A,8111,200
V536,2,ART PAINTED BODY,32310625.0,BRACKET LOAD NET FRONT RH,1.0,CGUSTA10,VPC78594 CHANGES UPV0 FDJ,0.0,AERTZ,8137,050
V536,2,ART PAINTED BODY,32310624.0,BRACKET LOAD NET FRONT LH,1.0,CGUSTA10,VPC78594 CHANGES UPV0 FDJ,0.0,AERTZ,8137,050
V536,2,ART PAINTED BODY,,BRACKET ACCELERATOR PEDALRH ASSY,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,,ELECTROCOAT CATHOGUARD 800/FT23-0840,0.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,,null,null
V536,2,ART PAINTED BODY,8753573.0,PHOSPHATISING ADDITIVE/ACGARDOBOND ADDITIVIE H7555,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,,ELECTROCOAT PIGMENT PASTECATHOGUARD 800/FT24-7840,0.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,,null,null
V536,2,ART PAINTED BODY,32318233.0,FIXING TUBE FRONT SUBFRAME REAR RH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,32318231.0,FIXING TUBE FRONT SUBFRAME REAR LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,32280022.0,PANEL REAR FLOOR MIDDLE,1.0,AHERMANS,VPC76773,0.0,AERTZ,8113,420
V536,2,ART PAINTED BODY,32321637.0,FRONT PANEL REAR FLOOR LH,1.0,HCELEGIN,MaxBom First Publish,0.0,AER47,8113,420
V536,2,ART PAINTED BODY,32280025.0,CROSSMEMBER C RING EXTRUDED REAR,1.0,AHERMANS,VPC83759,0.0,AEO3U,8113,420
V536,2,ART PAINTED BODY,32318239.0,REINFORCEMENT LH CROSSMEMBER FRONT SEAT,1.0,JBOBERG,cost maturity update,0.0,,8112,310
V536,2,ART PAINTED BODY,32321638.0,FRONT PANEL REAR FLOOR RH,1.0,HCELEGIN,VPC88491,0.0,AER47,8113,420
V536,2,ART PAINTED BODY,32262979.0,SIDE MEMBER EXTRUSION LH,1.0,RKADHIM1,VPC86873,0.0,AEO3U,8113,410
V536,2,ART PAINTED BODY,32280027.0,BRACKET 3DE ROW CENTER,1.0,HCELEGIN,MaxBom First Publish,0.0,AERTZ,8113,420
V536,2,ART PAINTED BODY,32318238.0,REINFORCEMENT SIDE MEMBERFRONT REAR RH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,32318237.0,REINFORCEMENT SIDE MEMBERFRONT REAR LH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,31109231.0,SEMS SCREW M10*130,4.0,SEDBACK,Price imported from SI+/epic,0.0,AD06P,8111,250
V536,2,ART PAINTED BODY,32318236.0,REINFORCEMENT FIXING TUBE RH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,32318235.0,REINFORCEMENT FIXING TUBE LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,32262975.0,SIDE MEMBER LH,1.0,ICARLST1,VPC81833,0.0,AEI75,8113,410
V536,2,ART PAINTED BODY,32262976.0,SIDE MEMBER RH,1.0,ICARLST1,VPC81833,0.0,AEI75,8113,410
V536,2,ART PAINTED BODY,,CROSSMEMBER DASH LOWER ASSY,0.0,SYSTEM,Price imported from SI+/epic,1.0,AENMN,null,null
V536,2,ART PAINTED BODY,,DASH LOWER RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,,REINF FRONT TUNNEL BRACE CPL RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,32321027.0,BRACKET ADJUSTABLE STRIKER,1.0,HCELEGIN,723N - Estimate based on P519 price,0.0,AD72O,8113,460
V536,2,ART PAINTED BODY,32348504.0,WIPER BRACKET OUTER RH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32348503.0,WIPER BRACKET OUTER LH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,,REINF FRONT TUNNEL BRACE CPL LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,8752829.0,BASE COAT WATERBORNE 614 ICE WHITE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,040
V536,2,ART PAINTED BODY,31109167.0,SEALING PLATE 40X30 OVAL,4.0,SYSTEM,Price Imported from SI+/Epic,0.0,BJRAB,8999,030
V536,2,ART PAINTED BODY,8750768.0,WELD SEALANT CURING ELASTOSOL M98,0.012,SYSTEM,Price imported from SI+/epic,0.0,GPR5A,8120,600
V536,2,ART PAINTED BODY,31308513.0,SEALING COVER 40 HOTMELT,9.0,SYSTEM,Price imported from SI+/epic,0.0,BQ1LA,8999,020
V536,2,ART PAINTED BODY,31672499.0,BRACKET ATTACHMENT DEGAS,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BQ6QB,8111,220
V536,2,ART PAINTED BODY,8751847.0,DEGREASING AGENT TENSIDE H7406 GARDOBOND-ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,30624315.0,"WELD NUT UT6*16*11,5",2.0,SYSTEM,Price imported from SI+/epic,3.0,AEKIF,8111,220
V536,2,ART PAINTED BODY,32310495.0,ROOF FRAME,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES VPC78623,0.0,AETZY,8120,010
V536,2,ART PAINTED BODY,32297059.0,ATTACHMENT CROSSMEMBER SIDE MEMBER REAR LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,210
V536,2,ART PAINTED BODY,8752854.0,STRUCTURAL ADHESIVE BETAMATE BM1840C,0.052,HCELEGIN,cost maturity update,0.0,AESCQ,8113,600
V536,2,ART PAINTED BODY,32297057.0,STAY OUTER FRONT RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,986272.0,SIX POINT SOCKET SCREW M8*35,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8113,410
V536,2,ART PAINTED BODY,32277685.0,SPRING TOWER LH,1.0,BDOLINSK,VPC78509,0.0,AEI75,8111,220
V536,2,ART PAINTED BODY,32277686.0,SPRING TOWER RH,1.0,NBENTZEN,VPC78509,0.0,AEI75,8111,220
V536,2,ART PAINTED BODY,985188.0,FLANGE SCREW M8*30,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8113,420
V536,2,ART PAINTED BODY,,FRONT SIDE MEMBER INNER RH,0.0,SYSTEM,VPC90520,1.0,AEHQS,null,null
V536,2,ART PAINTED BODY,32348731.0,TOP COVER PANEL REAR RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BSNRA,8111,220
V536,2,ART PAINTED BODY,,FRONT SIDE MEMBER INNER LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEHQS,null,null
V536,2,ART PAINTED BODY,32348730.0,TOP COVER PANEL REAR LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BSNRA,8111,220
V536,2,ART PAINTED BODY,32368585.0,BREATHER PLUG 16*23,2.0,LROLKA1,Price missing.,0.0,BQ1LA,8999,020
V536,2,ART PAINTED BODY,31109260.0,SIX POINT SCREW M5*20/T5*10 FDFS,23.0,HCELEGIN,723N DCM 21w41,0.0,AEKIF,8113,420
V536,2,ART PAINTED BODY,8752609.0,SEALANT ROOF JOINT BETAGUARD DC 431-V,0.084,SYSTEM,Price imported from SI+/epic,0.11,AEJAB,8999,040
V536,2,ART PAINTED BODY,32277693.0,REINFORCEMENT SUBFRAME FRONT OUTER LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,32297060.0,ATTACHMENT CROSSMEMBER SIDE MEMBER REAR RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,210
V536,2,ART PAINTED BODY,8751994.0,BASE COAT WATERBORNE 707 CRISTAL WHITE PEARL P,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,040
V536,2,ART PAINTED BODY,32297047.0,COVER PANEL CROSSMEMBER DASH RH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,8751995.0,BASE COAT WATERBORNE 707 CRISTAL WHITE PEARL G,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,040
V536,2,ART PAINTED BODY,32297046.0,COVER PANEL CROSSMEMBER DASH LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,8752966.0,PRIMER SURFACER REPAIR WHITE 929,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJVB,8010,050
V536,2,ART PAINTED BODY,32277696.0,ATTACHMENT IP DASH LOWER OUTER LH,1.0,NBENTZEN,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,8752967.0,PRIMER SURFACER REPAIR DARK GREY 915,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJVB,8010,050
V536,2,ART PAINTED BODY,30769384.0,"SELF-PIERCING RIVET 5,5*8",12.0,,,0.0,D3M0A,8111,220
V536,2,ART PAINTED BODY,32277697.0,ATTACHMENT IP DASH LOWER OUTER RH,1.0,NBENTZEN,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,31308538.0,PLUG 95X50,2.0,LROLKA1,Price missing,0.0,BQ1LA,8999,030
V536,2,ART PAINTED BODY,32394313.0,FOAM BLOCKER C-PILLAR MIDDLE RH,1.0,PNYSTROM,VPC88191,0.0,AEA3X,8981,040
V536,2,ART PAINTED BODY,,CROSSMEMBER REAR AXLE,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,,DASH LOWER LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,,SEALING PLATE DISC 55,0.0,SYSTEM,Price imported from SI+/epic,1.0,AERZQ,null,null
V536,2,ART PAINTED BODY,,SEMS SCREW M6*25,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART PAINTED BODY,30640942.0,"BLIND RIVET 4,8*13,4",2.0,SYSTEM,Price imported from SI+/epic,2.0,D3M0A,8111,250
V536,2,ART PAINTED BODY,32310213.0,EXPANDING SEALING DOG-LEG OUTER RH,1.0,AFROJD1,VPC79650,0.0,AEIKF,8981,040
V536,2,ART PAINTED BODY,32310212.0,EXPANDING SEALING DOG-LEG OUTER LH,1.0,AFROJD1,VPC79650,0.0,AEIKF,8981,040
V536,2,ART PAINTED BODY,31109081.0,SEALING PLATE 71X40 OVAL,8.0,SYSTEM,Price imported from SI+/epic,2.0,BJRAB,8999,030
V536,2,ART PAINTED BODY,,BRACKET ATTACHMENT PANEL B-PILLAR,0.0,SYSTEM,Price imported from SI+/epic,4.0,AER47,null,null
V536,2,ART PAINTED BODY,32310218.0,EXPANDING SEALING EVI,1.0,JGOEZ,VPC81080,0.0,AEIKF,8981,060
V536,2,ART PAINTED BODY,32291577.0,BRACKET AUD,1.0,JBOBERG,723N - DCM 21w41,0.0,,8113,415
V536,2,ART PAINTED BODY,,FLANGE SCREW M10*110,0.0,SYSTEM,Price imported from SI+/epic,4.0,AELVW,null,null
V536,2,ART PAINTED BODY,32132983.0,LID BDU ACCESS,1.0,AHERMANS,Cost according to VPC79131,0.0,AERTZ,8113,420
V536,2,ART PAINTED BODY,,SOLVENT 3-BUTOXI-2-PROPANOL,0.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,,null,null
V536,2,ART PAINTED BODY,32310202.0,EXPANDING SEALING B-PLR RR LH/FRT RH,2.0,AFROJD1,VPC79650,0.0,AEIKF,8981,030
V536,2,ART PAINTED BODY,8752625.0,WASHPRIMER TYPE 1 / 2K,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,030
V536,2,ART PAINTED BODY,8753957.0,ELECTROCOAT ENVIROPRIME EV2010-RESIN,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEVSB,8010,020
V536,2,ART PAINTED BODY,32310208.0,EXPANDING SEALING DOG-LEG INNER LH,1.0,PNYSTROM,VPC91139,0.0,AEIKF,8981,040
V536,2,ART PAINTED BODY,8753958.0,EC PAINT PASTE ENVIROPRIME EV2010-PASTE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,,SEMS SCREW M5*20,0.0,SYSTEM,Price imported from SI+/epic,6.0,AEKIF,null,null
V536,2,ART PAINTED BODY,32310209.0,EXPANDING SEALING DOG-LEG INNER RH,1.0,PNYSTROM,VPC91139,0.0,AEIKF,8981,040
V536,2,ART PAINTED BODY,8715104.0,DAMPING COMPOUND REPAIR NOXUDOL 3100,0.0,SYSTEM,Price imported from SI+/epic,0.0,BQ0GA,8999,040
V536,2,ART PAINTED BODY,32318172.0,FRONT SIDE MEMBER INNER LH,1.0,BDOLINSK,TWB cost update FMTM 22w39,0.0,AEHX7,8111,210
V536,2,ART PAINTED BODY,30640845.0,SEMS SCREW M5*18,15.0,SYSTEM,Price imported from SI+/epic,15.0,AEKIF,8111,200
V536,2,ART PAINTED BODY,8752650.0,THINNER FOR WASHPRIMER TYPE 1/2K,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,030
V536,2,ART PAINTED BODY,32291315.0,BATTERY BRACKET HEELKICK,4.0,HCELEGIN,MaxBom First Publish,0.0,AER47,8113,420
V536,2,ART PAINTED BODY,30640951.0,"SELF-PIERCING RIVET 5,5*5,5",34.0,HCELEGIN,cost maturity update,0.0,D3M0A,8111,220
V536,2,ART PAINTED BODY,8702981.0,CLEAR COAT HARDENER 2K,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,040
V536,2,ART PAINTED BODY,30640955.0,BALL STUD M8*20,2.0,KANTAN,FOLLOW PECCA,2.0,AELVW,8120,060
V536,2,ART PAINTED BODY,30769341.0,"SELF-PIERCING RIVET 5,3*7",16.0,SYSTEM,Price imported from SI+/epic,0.0,D3M0A,8113,420
V536,2,ART PAINTED BODY,30640958.0,"SEMS NUT M10*12,7",6.0,SYSTEM,Price imported from SI+/epic,6.0,AEKIF,8113,460
V536,2,ART PAINTED BODY,32291303.0,SIDE PLATE RH,1.0,ICARLST1,CSU cleanup correction,0.0,AETZY,8113,415
V536,2,ART PAINTED BODY,32291306.0,REINFORCEMENT WHEEL HOUSING REAR LH,1.0,AHERMANS,VPC79145 FDJ UPDATE,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,32291307.0,REINFORCEMENT WHEEL HOUSING REAR RH,1.0,AHERMANS,VPC76844,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,31109197.0,PLUG 12,12.0,SYSTEM,Price imported from SI+/epic,10.0,BQ2YA,8999,030
V536,2,ART PAINTED BODY,982816.0,FLANGE SCREW M10*25,8.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8113,410
V536,2,ART PAINTED BODY,31109078.0,SEALING PLATE 30 PV0,33.0,SYSTEM,Price imported from SI+/epic,10.0,BJRAB,8999,030
V536,2,ART PAINTED BODY,31109199.0,PLUG 16,7.0,SYSTEM,Price imported from SI+/epic,0.0,BQ2YA,8999,030
V536,2,ART PAINTED BODY,982818.0,FLANGE SCREW M10*35,12.0,SYSTEM,Price imported from SI+/epic,12.0,AEKIF,8111,250
V536,2,ART PAINTED BODY,31109198.0,PLUG 12X16,12.0,SYSTEM,Price imported from SI+/epic,6.0,BQ2YA,8999,030
V536,2,ART PAINTED BODY,31109079.0,SEALING PLATE 40 PV0,13.0,SYSTEM,Price imported from SI+/epic,8.0,BJRAB,8999,030
V536,2,ART PAINTED BODY,32277624.0,CROSSMEMBER FRONT SEAT FRONT,1.0,BDOLINSK,cost maturity update,0.0,AERTZ,8112,310
V536,2,ART PAINTED BODY,32277621.0,BRACKET TUNNEL REAR,1.0,JBOBERG,cost maturity update,0.0,,8112,310
V536,2,ART PAINTED BODY,32314339.0,PAINT PROTECTION FOIL F202 180 MM WIDTH / 100M,0.1,,,0.0,,8010,061
V536,2,ART PAINTED BODY,,FLANGE NUT M6*6,0.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,null,null
V536,2,ART PAINTED BODY,32314340.0,PAINT PROTECTION FOIL F202 550 MM WIDTH / 200M,0.4,,,0.0,,8010,061
V536,2,ART PAINTED BODY,32277758.0,BULKHEAD CROSSMBR DASH LOWER LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,,TUNNEL CONSOLE FRONT RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,31391557.0,REINFORCEMENT WIPER BRACKET OUTER RH,1.0,SEDBACK,First publish,1.0,BQ6QB,8111,240
V536,2,ART PAINTED BODY,31391556.0,REINFORCEMENT WIPER BRACKET OUTER LH,1.0,SEDBACK,First publish,1.0,BQ6QB,8111,240
V536,2,ART PAINTED BODY,8754166.0,CRASH ADHESIVE SIKAPOWER -533 MBX,0.132,,,0.0,AEX11,8113,600
V536,2,ART PAINTED BODY,8754169.0,EC PAINT PASTE FEEDOVER ENVIROPRIME EV2010-PASTE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,32277759.0,BULKHEAD CROSSMBR DASH LOWER RH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,8713763.0,CLEAR COAT BASE 2K SCA,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,040
V536,2,ART PAINTED BODY,,ADHESIVE ELASTOSOL M91,0.0,,,0.018,GPR5A,null,null
V536,2,ART PAINTED BODY,32277722.0,REINFORCEM. BRACE OUTER RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,,FLOOR MEMBER RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AED6W,null,null
V536,2,ART PAINTED BODY,32277720.0,BRACE INNER LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,32277721.0,REINFORCEM. BRACE OUTER LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,32297698.0,BRACKET IP SUPPORT COWL LH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,32297699.0,BRACKET IP SUPPORT COWL RH,1.0,BDOLINSK,cost maturity update,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,980443.0,"WELD SCREW T5*14,2",63.0,SYSTEM,Price imported from SI+/epic,33.0,D3M0A,8113,420
V536,2,ART PAINTED BODY,,"WELD SCREW M6*14*18,35",0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART PAINTED BODY,,DECAL TOWING INFORMATION,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQYKB,null,null
V536,2,ART PAINTED BODY,32265895.0,BRACKET ATTACHMENT OF FMDM,1.0,HCELEGIN,723N - DCM 21w41,0.0,AD72O,8113,460
V536,2,ART PAINTED BODY,,COVER FUEL TANK INSPECTION CPL,0.0,SYSTEM,Price imported from SI+/epic,1.0,C83FD,null,null
V536,2,ART PAINTED BODY,,FLOOR MEMBER LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AED6W,null,null
V536,2,ART PAINTED BODY,32314003.0,SIDE WALL REAR FLOOR RH,1.0,AHERMANS,VPC79150,0.0,AER47,8113,420
V536,2,ART PAINTED BODY,,TUNNEL BRACKET FRONT LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,32314005.0,CROSSMEMBER REAR END UPPER,1.0,AHERMANS,CSU cleanup HEV cancellation,0.0,AETZY,8113,460
V536,2,ART PAINTED BODY,,FLOOR MEMBER EXTENSION LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,31440399.0,REINFORCEMENT FRONT EXTENSION LOWER LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BSNRA,8137,030
V536,2,ART PAINTED BODY,31442111.0,SEALING PLATE 30,13.0,SYSTEM,Price Imported from SI+/Epic,2.0,BJRAB,8999,030
V536,2,ART PAINTED BODY,,SEALING PLATE 26,0.0,LROLKA1,Price contracted,8.0,,null,null
V536,2,ART PAINTED BODY,32297689.0,COWL LOWER,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,AETZY,8111,240
V536,2,ART PAINTED BODY,988041.0,"SELF-PIERCING RIVET 5,3*5",182.0,HCELEGIN,cost maturity update,0.0,D3M0A,8113,420
V536,2,ART PAINTED BODY,32297688.0,COWL UPPER,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,AETZY,8111,240
V536,2,ART PAINTED BODY,8714990.0,PHOSPHATISING PASSIVATIONGARDOLENE D 6800/6,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,32277618.0,PANEL FRONT FLOOR,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,,8112,310
V536,2,ART PAINTED BODY,32277619.0,BRACKET RCM,1.0,JBOBERG,cost maturity update,0.0,,8112,310
V536,2,ART PAINTED BODY,,CROSSMEMBER DASH UPPER RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
